Company Name,Year,Date,Text,URL,word_count,Cat_E,Cat_S,Cat_G,Cat_N,Resource_Use_active,Resource_Use_reasoning,Emissions_active,Emissions_reasoning,Innovation_active,Innovation_reasoning,Workforce_active,Workforce_reasoning,Human_Rights_active,Human_Rights_reasoning,Community_active,Community_reasoning,Product_Responsibility_active,Product_Responsibility_reasoning,Management_active,Management_reasoning,Shareholders_active,Shareholders_reasoning,CSR_Strategy_active,CSR_Strategy_reasoning
Magnera Corp,2026,2026-02-16T19:03:56.319Z,"Happy Lunar New Year from Magnera! 来自 Magnera 的农历新年快乐 

Wishing our global teams, partners, and communities a prosperous Lunar New Year. As we enter the Year of the Horse, we are reminded of the qualities this symbolizes: strength, perseverance, ambition, and forward momentum. These traits mirror the spirit our team members embody every day.

This season also reminds us that Our Success is Connected. Whether in Asia or anywhere else in the world, our achievements are built on collaboration and shared purpose. The diversity of our global team is one of our greatest strengths, and it is through this connection that we create lasting impact.

我们希望新的一年带给大家繁荣、成长和成功",https://www.linkedin.com/posts/magneracorporation_happy-lunar-new-year-from-magnera-%E6%9D%A5%E8%87%AA-magnera-activity-7429239126387752960-NHhh?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFxp7sYBfVjWhnJhDnuArU5YimZaRl1k-2w,106,No,Yes,No,No,No,"The post is a cultural greeting focused on Lunar New Year and team collaboration; it contains no references to materials, energy, water usage, or eco-efficiency in the supply chain.",No,"There is no mention of emissions, carbon footprint, or any environmental pollution or reduction initiatives.",No,"The content does not discuss environmental technologies, green processes, or eco-designed products.",Yes,"The post emphasizes the diversity of the global team as a strength and mentions collaboration across teams, which relates to internal staff and diversity aspects of the workforce.",No,"There is no reference to human rights conventions, policies, or supplier auditing in the post.",No,"While 'communities' are mentioned, the post does not describe corporate citizenship activities, public health protections, or localized social impact programs.",No,"There is no discussion of product quality, safety, customer data privacy, or related product responsibilities.",No,"The post does not address governance structures, executive leadership, or board-level topics.",No,"There is no mention of investor relations, shareholder rights, or anti-takeover policies.",No,"The message is a cultural greeting focusing on diversity and collaboration rather than a disclosed integration of environmental, social, and governance dimensions into day-to-day decision-making or reporting."
Salvatore Ferragamo SpA,2025,2025-09-17T16:15:34.498Z,"Paloma was spotted in New York leaving the Harper’s Bazaar Icons dinner wearing a #FerragamoFW25 look by Maximilian Davis.

#InFerragamo
Styed by: Aly Cooper

https://lnkd.in/eNfgJ5Bj",https://www.linkedin.com/posts/salvatore-ferragamo_ferragamofw25-inferragamo-activity-7374113800708362240-Z_HS?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAEgJJw8BefmW2ngPsTOBI09zfDAq2oK3oSU,25,No,No,No,Yes,No,"The post discusses Paloma in New York at a Harper’s Bazaar Icons dinner and a Ferragamo FW25 look; it does not mention materials usage, energy, water, or eco-efficient supply chain topics.",No,"There is no reference to emissions, carbon footprint, pollution, or environmental regulatory measures.",No,"The content centers on fashion styling and events, with no mention of environmental technologies or eco-designed products.",No,"No information about employees, workplace safety, diversity, compensation, or training opportunities.",No,"No discussion of human rights conventions, supplier audits, or rights-related policies.",No,"No reference to community impact, philanthropy, or local social initiatives.",No,"No discussion of product quality, safety, privacy, or customer-related responsibilities.",No,"No information on governance, leadership, or board-level topics.",No,"No mention of shareholders, investor relations, or anti-takeover considerations.",No,No depiction of integrated ESG strategy or governance in decision-making within the post.
Levi Strauss & Co,2025,2025-09-18T19:54:47.297Z,"Our Quick Qs series is a way to get to know our new and recently promoted leaders at Levi Strauss & Co. Meet Christian (Chris) Callieri, our new chief supply chain officer, through these quick questions. Welcome, Christian!  

1️⃣  What did you do before joining LS&Co.?  
I was working at Victoria's Secret as the chief supply chain officer, supporting teams across our Victoria's Secret, PINK and Beauty businesses.  
 
2️⃣  What attracted you to LS&Co.?  
There were many things that attracted me to LS&Co. First, I love the brand and products — I grew up wearing Levi's®, and the opportunity to be a part of this team was very exciting. Second, I have a passion for sustainability and admire the commitment LS&Co. has for the doing the right thing for the environment and all of our communities. These values were evident in everyone I met through the interview process. Finally, as I met with Michelle, I was energized by her desire to continue to build our supply chain to become a strong competitive differentiator for LS&Co. I’m excited to be a part of this incredible journey. 
 
3️⃣  Do you have a favorite personal story about LS&Co. or one of our products?  
I still remember being on a Boy Scouts camping trip as a kid, wearing shorts one evening as we were sitting around the fire. I started to get cold, so I went to change into my pair of Levi's® (which I think were 501® jeans). When I returned, my spot had been taken, so I sat on an empty log. To my surprise, it was a smoldering log — but I didn’t notice until I sat down. While my jeans got burnt, I did not. If I had been wearing any of the other pants I took with me I definitely would have had serious burns.  
 
4️⃣  What is the worst haircut you ever had? 
My mom used to give me a bowl cut when I was younger and I had to suffer a lot of teasing because of it. 
 
5️⃣  Who is the most famous person you’ve ever met? 
Sean Connery in St. Andrews, where we asked him to sponsor our golf team. 
 
6️⃣  Where was your favorite vacation? 
I love going to Africa for wildlife trips. My wife is Kenyan, and our latest trip to the Mara was my favorite as I got to enjoy it with our two girls.  
 
7️⃣  What’s one thing that no one would guess about you? 
For my undergraduate thesis I studied thermoregulation in flies! 
 
8️⃣  Are you a morning or night person? 
Absolutely a morning person.",https://www.linkedin.com/posts/levi-strauss-%26-co-_our-quick-qs-series-is-a-way-to-get-to-know-activity-7374531355411591168-TebZ?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADAEIjUB6-0Ki4Mn4tqi3dc1q7EgfDhzXsM,434,No,No,Yes,No,No,"The post does not discuss materials, energy, or water usage, or resource-efficient supply chain management.",No,"No explicit references to emissions, pollution, or emissions reduction efforts.",No,"No explicit mention of environmental technologies, green processes, or eco-designed products.",No,"No discussion of internal employment conditions, safety, diversity, or training opportunities.",No,No mention of human rights conventions or policies.,No,The post mentions communities generally but provides no specific community programs or impact.,No,"No discussion of product quality, safety, or customer data privacy.",Yes,Announcement of a new chief supply chain officer; indicates leadership appointment and strategic direction.,No,No mention of shareholders or investor-related topics.,Yes,"References sustainability commitment and strategic differentiator for LS&Co.'s supply chain, indicating integration of ESG themes into corporate strategy."
Aquafil SpA,2025,2025-05-14T20:46:05.170Z,"Learn & lunch: What if a yarn can make circularity happen? 
📅 Wed 21 May 
🕧 12.30 - 13.30
Join Cristina Stefani and Maria Giovanna Sandrini to learn how Aquafil Group has been leading pioneering circularity projects across multiple industries. Their work has been focused on promoting sustainable practices and fostering innovation which can help shape the future of tomorrow’s workspaces.
Lunch will be provided during this session. 
Booking in advance is strongly recommended: https://lnkd.in/e-3ieEwe 
Clerkenwell Design Week #clerkenwelldesignweek #cdw2025",https://www.linkedin.com/posts/millikenfloorseurope_clerkenwelldesignweek-cdw2025-ugcPost-7328441403263393793-Gqk4?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAD6TkB0BzzuKqBZssaRxOKUbXo8PdXUCn04,80,Yes,No,No,No,No,"The post does not explicitly mention materials, energy, or water usage, or eco-efficient supply chain practices; it only references circularity projects in general.",No,"There is no mention of emissions, carbon footprint, or environmental pollution control measures.",Yes,"The post explicitly notes that Aquafil Group has been leading pioneering circularity projects and that they are fostering innovation, which aligns with environmental innovation.",No,"There is no discussion of employees, workplace safety, compensation, or training opportunities.",No,"No reference to human rights conventions, supplier auditing, or labor rights policies.",No,"The post focuses on internal corporate sustainability initiatives and events, not on community health, philanthropy, or local social impact.",No,"No discussion of product safety, quality, or customer data/privacy.",No,"No mention of governance structures, executive leadership, or board-level topics.",No,"No reference to shareholder relations, investor reporting, or anti-takeover policies.",No,"While sustainability themes are present, there is no explicit description of how ESG factors are integrated into day-to-day decision-making or broader CSR strategy reporting."
Salvatore Ferragamo SpA,2025,2025-09-18T16:20:04.457Z,"In 1978, Fiamma Ferragamo designed Vara: a shoe that perfectly embodied elegance combined with comfort and modernity. With its distinctive grosgrain bow and low block heel, Vara has become Ferragamo’s most iconic and best-selling shoe, worn by generations of women. To celebrate Vara, Ferragamo presents the Vara Exhibition for Paragon’s 25th Anniversary in Singapore. Opening September 10, the pop-up unites the timelessness of Vara with the past, present and future. In a curated immersive exhibit, 25 archival shoe styles are on display, each defining eras of the House, alongside images of the celebrities who wore them. Live artisans at work demonstrate how craftsmanship continues to shape the Vara, and new designs invite visitors to imagine how a pair of Varas can be part of their personal style. #FerragamoVara

https://lnkd.in/egQ2HKMz",https://www.linkedin.com/posts/salvatore-ferragamo_ferragamovara-activity-7374477320864030720-q4Sc?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAEgJJw8BefmW2ngPsTOBI09zfDAq2oK3oSU,129,No,No,No,Yes,No,"None – the post discusses a Vara shoe exhibition and craftsmanship without discussing materials, energy, water usage, or eco-efficient supply chain management.",No,"None – there is no mention of emissions, pollution, or carbon reduction efforts.",No,None – no explicit reference to environmental technology or eco-designed products for reducing environmental costs.,No,"None – there is no mention of internal employee welfare, safety, compensation, or training.",No,None – no discussion of human rights conventions or supplier auditing.,No,None – no corporate citizenship or local community impact described.,No,"None – no discussion of product safety, quality standards, or customer data/privacy.",No,None – no governance or executive leadership content.,No,None – no investor relations or shareholder reporting content.,No,None – no integrated CSR strategy or governance communication discussed.
Levi Strauss & Co,2026,2026-04-02T16:36:30.344Z,"To celebrate 10 years of the Levi's® Wedgie Jean, we asked employees to share their thoughts on the iconic fit. See what they had to say below, then grab a pair for yourself ➡️  https://lnkd.in/gbssKvBs",https://www.linkedin.com/posts/levi-strauss-%26-co-_10-years-of-the-levis-wedgie-jean-activity-7445509477631688705-h5Fl?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADAEIjUB6-0Ki4Mn4tqi3dc1q7EgfDhzXsM,35,No,No,No,Yes,No,"The post mentions Levi's Wedgie Jean and employee reflections but contains no information about materials, energy, water usage, or eco-efficient supply chain practices.",No,"There is no discussion of emissions, pollution, or reduction of environmental pollutants in production or operations.",No,"No references to environmental technologies, green processes, or eco-designed products are provided.",No,"The post notes that employees were asked to share thoughts but does not provide evidence about job satisfaction, safety, diversity, or training opportunities.",No,"There is no mention of human rights policies, labor rights, or supplier auditing relevant to fundamental rights.",No,"The content does not describe community impact, public health protections, ethics, or localized social initiatives.",No,"There are no references to product quality standards, safety data, or customer data privacy.",No,"The post does not discuss governance structures, executive leadership, or board-level matters.",No,"There is no information about shareholder relations, reporting, or anti-takeover measures.",No,"The post does not communicate how environmental, social, and governance topics are integrated into day-to-day decision-making or strategic reporting."
Puma SE,2025,2025-05-14T08:00:15.740Z,"Anyone who wants to race, can race 💪 

HYROX made its high-energy India debut at Mumbai’s NESCO Center with 1,650 athletes from 24 countries. From PUMA ambassadors like Bengaluru FC and India goalkeeper Gurpreet Singh Sandhu and swimmer Srihari Nataraj, to 78-year-old Virendra Sood proving age is just a number - the day was packed with standout moments. PUMA was proud to be at the heart of it - with employee participation across multiple categories. A special shout-out to our two female PUMA employees who secured a group podium finish! This marks just the beginning, with more competitions in India still to come and the HYROX World Championship qualifiers on the horizon.

Let's go #PUMAFam! 🔥",https://www.linkedin.com/posts/puma_pumafam-activity-7328328280137199618-nNAH?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAEIEbisBTza1aT3oxdkctj-FhlZBo-FO460,116,No,Yes,No,No,No,"The post does not discuss energy, materials, or water usage, nor eco-efficient supply chain management or resource-reduction initiatives.",No,"There is no mention of emissions, pollution, or carbon reduction commitments.",No,"The content focuses on event participation and brand ambassadors, not environmental technology or eco-designs.",Yes,"The post highlights employee participation across multiple categories and notes two female PUMA employees securing a podium, evidencing internal staff involvement and diversity.",No,"There is no reference to human rights conventions, supplier auditing, or related policies.",No,The post centers on a sports event and brand participation rather than community investments or local social impact initiatives.,No,"There is no discussion of product quality, safety, or customer data privacy.",No,"There is no mention of governance structures, board leadership, or executive accountability.",No,"No reference to shareholder relations, investor considerations, or anti-takeover devices.",No,The post does not describe integrating ESG dimensions into strategic decision-making or reporting.
Levi Strauss & Co,2026,2026-01-14T16:59:49.517Z,"Our products are built to last, to be loved and worn and loved again. That’s why we’ve launched the Levi’s® Wear Longer Project, a community initiative designed to equip young people with the skills and confidence to repair, refresh and reimagine their clothes — so they look better and last longer. 

Last year, we commissioned a survey and found that while Gen Z is leading the charge in thrifting, repurposing and self-expression, 41% of Gen Z reported having no repair or customization skills, like sewing a button or hemming a pair of jeans. The Wear Longer Project aims to change that. We’ve partnered with Discovery Education to create free, accessible resources to teach these basic skills in the classroom and beyond.  

Learn more about the project and invest in your own repair skills ➡️ https://lnkd.in/g7QQCvk6",https://www.linkedin.com/posts/levi-strauss-%26-co-_levis-wear-longer-project-activity-7417249092671541248-Majo?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADAEIjUB6-0Ki4Mn4tqi3dc1q7EgfDhzXsM,135,Yes,Yes,Yes,No,Yes,"The post describes the Wear Longer Project, which aims to repair, refresh and reimagine clothes so they last longer. By extending garment life, it implies a reduction in resource inputs (materials and related energy/waste) associated with producing new clothing.",No,"There is no mention of emissions, carbon footprint, or measures to reduce emissions.",No,"The post does not reference environmental technologies, eco-designed products, or innovations aimed at reducing environmental costs.",No,"There is no information about Nike/Levi's internal workforce, job satisfaction, safety, diversity, or training opportunities.",No,"The content does not address fundamental human rights conventions, supply chain human rights policies, or related audits.",Yes,"The post describes a community initiative to teach repair skills in classrooms and beyond, collaborating with Discovery Education, indicating a social outreach and local impact.",Yes,"By promoting repair, longevity, and reimagining clothes, the initiative touches on product integrity and consumer experience related to long-lasting products.",No,"No information about governance structures, executive leadership, or board-level decisions is provided.",No,"There is no discussion of investor relations, shareholder rights, or anti-takeover policies.",Yes,"The post communicates a CSR initiative and partnership (Wear Longer Project with Discovery Education), illustrating how social initiatives are integrated into the brand's CSR messaging and broader purpose-driven activities."
Christian Dior SE,2026,2026-03-04T16:55:33.541Z,"The Jardin des Tuileries provided both an inspiration and setting for the show. The centuries-old park in the centre of Paris has always been a place for seeing and being seen. Unveiled on a specially-constructed set around a lily pond, the collection reflects the constant exchange of ideas that happens in a city – discovering them, absorbing them and then interpreting them. Creative Director Jonathan Anderson took his cues from water lilies and the park’s emblematic chairs, from the Dior archives, historical costume and the possibilities offered by savour-faire and fabric research, further evolving ideas he has been developing since he arrived at the House. 

Stay tuned for more coverage on.dior.com/aw2026-27-lk.

#DreamInDior",https://www.linkedin.com/posts/christian-dior-couture_dreamindior-activity-7435005024444887040-Pbzd?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAADxeUlUBCd9hAkKTauhprPVFe0x_J25JAyE,112,No,No,No,Yes,No,"No explicit mention of energy, materials, or water usage, eco-efficient supply chain solutions, or resource-reduction strategies.",No,"No mention of emissions, carbon footprint, pollution, or emissions reduction initiatives.",No,"References to design inspiration and fabric research, but not environmental technologies, eco-designs, or reduction of environmental costs.",No,"No information about employees, safety, compensation, diversity, or training.",No,"No references to human rights conventions, labor rights, or supplier auditing.",No,"No mention of community engagement, philanthropy, or local social impact.",No,"No discussion of product safety, quality, or customer data/privacy protections.",No,"No governance principles, board structure, or executive compensation details.",No,No discussion of shareholder rights or investor relations.,No,"No explicit integration of environmental, social, and governance dimensions into day-to-day decision-making."
PVH Corp,2025,2025-11-04T17:30:01.249Z,"Meaningful partnerships 🤝 meaningful impact. We're proud to continue our long-time partnership with Harlem's Fashion Row (HFR), the premier platform dedicated to discovering, showcasing and supporting designers of color.  
 
From hosting HFR’s Black History Month “House Talks” and 7th Annual Designer’s Retreat at our NYC headquarters, to sponsoring the organization’s recent Fashion Show & Style Awards, our collaboration is all about celebrating some of the incredible rising talents shaping the future of fashion. Check out a few of our favorite snapshots and insights from our time together this year below! 
 
💡 “Always ask and always go for it.” - Brandice Daniel, Founder & CEO of HFR  
💡 “Network out, not just up.” - Brandon Blackwood, Founder of Brandon Blackwood 
💡 “Stay connected to what sparks that joy.” - Megan Smith, Founder of Megan Renee 
 
A special thank you to our friends at Harlem’s Fashion Row and our teams across Tommy Hilfiger, Calvin Klein and PVH Corp. for coming together to create these special moments. Here’s to powering the next generation of fashion designers, step by step.",https://www.linkedin.com/posts/pvh_meaningful-partnerships-meaningful-impact-activity-7391527153168830465-25GS?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAACdwRloBsvQMFO5Hq4nZQD88Dn5VCuqcvz4,176,No,Yes,Yes,No,No,"The post does not discuss energy, materials, water usage, or resources management.",No,"There is no reference to emissions, pollution, or carbon-reduction activities.",No,"The content does not mention environmental technologies, eco-designs, or green process innovations.",No,"There is no information about internal employees, workplace safety, diversity, or training opportunities.",No,"The post does not discuss human rights policies, supplier audits, or rights conventions.",Yes,"The post describes a long-time partnership with Harlem’s Fashion Row to support designers of color, hosting events, and sponsoring fashion initiatives, signaling corporate-community engagement and social impact.",No,"There is no mention of product safety, quality standards, or customer data privacy.",No,"The post does not address governance structures, executive leadership, or board-level matters.",No,"There is no explicit discussion of investor relations, shareholder rights, or anti-takeover policies.",Yes,"The post functions as a CSR communication piece, highlighting a sustained partnership and social impact initiatives, and frames them as part of the brand’s approach to supporting community talent and stakeholder engagement."
Pou Chen Corp,2025,2025-12-04T03:00:06.709Z,"⌛ In a workplace, time is one of the most valuable resources. How we manage and use it can affect our productivity.

⏱️ Time efficiency is about working smarter by using every minute with focus and intention. In a large organization where collaboration, deadlines, and priorities often overlap, time efficiency allows us to achieve more with less pressure. It helps employees stay organized and balanced.

✨ So how can we use our time efficiently at work?
Here are a few effective habits that can help:
1. Set clear priorities.
Start your day by identifying the most important tasks that align with your goals or team objectives.
2. Plan your day ahead.
Use a planner or digital calendar to organize tasks and deadlines. 
3. Avoid multitasking.
While it may feel productive, multitasking often divides attention. Instead, concentrate on one task at a time.
4. Manage distractions.
Notifications, chats, and emails can break your focus easily. Allocate specific times to check messages or emails so you can stay in deep focus mode.
5. Take short breaks.
Efficiency doesn’t mean nonstop work. Short breaks help refresh your mind, improve focus, and maintain consistent performance throughout the day.
6. Reflect and adjust.
At the end of the day, take a few minutes to evaluate how you spent your time. Identify what worked well and what needs improvement.

💡 Using time efficiently will help you balance your productivity with well being. By managing time wisely, you can create space for creativity and continuous growth.

#pouchengroupindonesia #manufacturingcompany #athleticshoe #careergrowth #efficiency #responsibility",https://www.linkedin.com/posts/pouchengroupindonesia_pouchengroupindonesia-manufacturingcompany-activity-7402179869369155584-OR8G?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFEqwA4BdvloIrWTBN4Zlcbb4DJ_6CUegWU,255,No,No,No,Yes,No,"The post discusses time management and productivity in the workplace and does not reference materials, energy, water use, eco-efficient supply chains, or resource reduction.",No,"There is no mention of emissions, pollution, carbon footprint, or related reduction initiatives.",No,"The content centers on time management habits and workplace productivity, with no reference to environmental technologies, green processes, or eco-designed products.",No,"Although it mentions 'employees,' the post does not address job satisfaction, safety, fair compensation, diversity, or training opportunities.",No,"No references to human rights conventions, supplier labor rights, or related protections are present.",No,"There is no discussion of corporate citizenship, public health, community initiatives, or local social impact.",No,"The post does not mention product quality, safety, customer data privacy, or related customer-facing responsibilities.",No,"There is no content about corporate governance, board structure, executive compensation, or leadership direction.",No,"There is no discussion of investor relations, shareholder rights, or anti-takeover considerations.",No,"The post is a tips-style piece on personal productivity and does not convey an overarching ESG governance, social, or environmental strategy."
Christian Dior SE,2025,2025-06-05T13:26:51.295Z,"At #Dior, passion is at the heart of our creations.
A breath of ease moves through the #DiorFall25 campaign, as Maria Grazia Chiuri’s collection reveals the signature kimono jacket–shaped by the purity of Japanese structure and the romanticism of Parisian codes. Relaxed denim contrasts with shoulder-baring knitwear, while archival motifs surface in florals and tonal embroidery. Accessories like the #DiorToujours, Dior Caro Bucket, and golden bamboo-inspired jewelry echo the palette – sculptural, refined, and in harmony with its rhythmic elegance. Discover more on.dior.com/fall25-lk. 

#DreamInDior 
© Hiroko Matsubara",https://www.linkedin.com/posts/christian-dior-couture_dior-diorfall25-diortoujours-activity-7336383002895138816-Crju?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAC732uIB710CgLAkKRQ7CDaedjLO6N-IpSc,87,No,No,No,Yes,No,"The post is a fashion campaign description with no explicit mention of materials, energy, water use, or eco-efficient resource management.",No,"There is no discussion of environmental emissions, pollution, or reduction initiatives.",No,The content focuses on fashion collection details and styling rather than environmental technologies or eco-designed products.,No,"No information about employees, workplace safety, diversity, or training opportunities is provided.",No,"No references to human rights conventions, supplier auditing, or labor rights policies are present.",No,"The post does not mention community initiatives, philanthropy, public health, or local social impact.",No,"There is no discussion of product safety, quality standards, or customer data privacy.",No,"No governance structures, executive leadership topics, or board-level discussions are mentioned.",No,"There is no content related to investor relations, shareholder rights, or anti-takeover policies.",No,The post is a marketing description of a fashion campaign without indicating how ESG topics are integrated into decision-making or reporting.
Gildan Activewear Inc,2026,2026-04-09T15:19:20.261Z,"You may already know Maidenform, a leading intimates and shapewear brand that’s part of our brand portfolio.

With modern styles backed by an unparalleled history of innovation, Maidenform® delivers foundational pieces with intentional design that women rely on to feel put together for the moment ahead. 

Maidenform® strengthens our portfolio and reinforces our position as a manufacturer of choice for quality apparel in the wholesale and retail markets. 

#MakingApparelBetter

Learn more: https://lnkd.in/eGSrFvhB",https://www.linkedin.com/posts/gildan_makingapparelbetter-activity-7448026772715008000-xq9b?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFgUjgkBGSmiRXCkFw7DGB-O57R2S_JLFDk,72,No,Yes,No,No,No,"The post discusses Maidenform's brand portfolio and design quality, but contains no references to materials, energy usage, water consumption, or eco-efficient supply chain management.",No,"There is no mention of emissions, environmental pollution, or any commitments to reducing emissions.",No,"The text mentions an 'unparalleled history of innovation' in a general sense, but does not reference environmental technologies, green processes, or eco-designed products.",No,"No information about employees, workplace safety, diversity, compensation, or training opportunities is provided.",No,"The post does not discuss human rights conventions, supply chain human rights policies, or related audits.",No,"There is no mention of community programs, philanthropy, public health initiatives, or local social impact.",Yes,"The post highlights Maidenform delivering 'foundational pieces with intentional design' and references 'quality apparel,' indicating a focus on product quality and customer impact.",No,"There is no discussion of governance structures, executive leadership, or board-level topics.",No,"There is no mention of investor relations, shareholder rights, or anti-takeover measures.",No,"The post does not present an overarching CSR strategy or integration of environmental, social, and governance considerations into day-to-day decision-making."
Lakeland Industries Inc,2025,2025-11-17T21:35:42.570Z,"Protecting those who protect others is at the heart of what we do, and last weekend we had the privilege of being part of Huntsville, Alabama’s first annual Tunnel to Towers 5K Run & Walk.
 
It was an honor to stand alongside our community in support of an organization that pays tribute to the brave men and women who put their lives on the line every single day.
 
Thank you to everyone who participated, volunteered, or cheered.

We’ll see you next year!

#TunnelToTowers #protectyourpeople",https://www.linkedin.com/posts/lakeland-fire-and-safety_tunneltotowers-protectyourpeople-activity-7396300025003139072-MHTX?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAC068VkBV9XY3vJkG9xYvL4BarqCBKeMpgc,84,No,Yes,No,No,No,"No evidence of materials, energy, or water usage reductions or eco-efficient supply chain discussions.",No,"No mention of emissions, carbon footprint, or pollution reduction measures.",No,No reference to environmental technologies or eco-designed products.,No,"No discussion of internal employees, workplace safety, or diversity/training opportunities.",No,"No mention of human rights conventions, supplier auditing, or labor rights policies.",Yes,"Post describes participation in Huntsville, Alabama’s Tunnel to Towers 5K Run & Walk and expresses support for a community charity, indicating localized social impact and community engagement.",No,"No discussion of product quality, safety, or customer data privacy.",No,"No information on corporate governance, leadership, or board structure.",No,"No references to investors, shareholder value, or anti-takeover policies.",No,"No explicit mention of integrating environmental, social, and governance topics into day-to-day decision-making or strategy."
Birkenstock Holding PLC,2026,2026-02-19T07:58:55.069Z,"BIRKENSTOCK has historically been associated mainly with sandals.

But closed shoes are not an addition to our story. They are where it began. 

Long before the sandal became iconic, Carl Birkenstock developed the concept of the “Idealschuh”, a closed shoe built around the principle of anatomical support. That philosophy remains unchanged.

Today, we are steadily expanding our closed-shoe portfolio, from sneakers to boots and moc-toe silhouettes, strengthening our position as a year-round footwear brand. This is not a seasonal extension. It is a deliberate step toward greater resilience and diversification.

The numbers reflect this trajectory. In the first quarter, closed styles accounted for approximately 60 percent of revenue, reflecting the increasing balance of our portfolio across seasons.

At the core of this development is what has always defined us: anatomically engineered footbeds, carefully selected materials and functional design translated into contemporary silhouettes. With the launch of the HIGHWOOD MOC LACE LOW, a modern moc-toe silhouette building on the functional DNA of the HIGHWOOD boot, we continue to broaden our portfolio. 

Today, closed shoes are a structural part of our business and a key driver of a long-term, seasonally resilient growth strategy.",https://www.linkedin.com/posts/birkenstock-deutschland_birkenstock-has-historically-been-associated-activity-7430158932012134400-AmBg?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAB2fJisB56UEMFOKW-93gvW_UdpQs2L7xx0,191,No,Yes,No,No,No,"The post mentions materials and design features but does not discuss energy, water usage, or resource efficiency in supply chains.",No,"There is no reference to emissions, carbon footprint, or environmental pollution controls.",No,"While it describes product expansion and new silhouettes, it does not frame these as environmental technologies or eco-designed innovations aimed at reducing environmental costs.",No,"The post does not address employees, workplace safety, training, or diversity.",No,No content related to fundamental human rights conventions or supplier labor rights is mentioned.,No,"There is no discussion of community impact, philanthropy, or local social initiatives.",Yes,"The post highlights product-related attributes—anatomically engineered footbeds, carefully selected materials, and functional design—focusing on product quality and customer impact.",No,"No information about governance, executive leadership, or board structures is provided.",No,"There is no mention of investor relations, shareholder rights, or anti-takeover measures.",No,The post outlines product portfolio expansion rather than integrated governance or day-to-day CSR decision-making.
Figs Inc,2025,2025-11-04T20:58:40.792Z,"Four days of clinic. A lifetime of learning.

Last month, we brought 9 Awesome Humans to #Guatemala to learn, connect, and serve alongside local physicians and our partners at Project C.U.R.E.

Together, we worked to strengthen the local healthcare system — and FIGS donated $25,000 to help support care in the region long after we left.

This is what it means to create impact that lasts. 💙 #FIGSimpact",https://www.linkedin.com/posts/wearfigs_guatemala-figsimpact-activity-7391579663938027520-ZLiE?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFbZAdQBAOvMn0_k0PYy-o-ADfjWPEjhflg,68,No,Yes,Yes,No,No,"The post does not mention materials, energy, or water usage, nor eco-efficient supply chain initiatives.",No,"There is no reference to emissions, carbon footprint, or emission reduction efforts.",No,"The content does not discuss environmental technologies, green processes, or eco-designed products.",No,"There is no information about internal employees, workplace safety, diversity, or training opportunities.",No,"No explicit mention of fundamental human rights conventions, supplier auditing, or rights-related policies.",Yes,The post describes corporate citizenship and localized social impact through clinic support in Guatemala and partnership with Project C.U.R.E.,No,"There is no discussion of product quality, safety, or customer data/privacy concerns.",No,"No reference to corporate governance, leadership structure, or executive oversight.",No,No mention of investor relations or shareholder value/rights.,Yes,The post frames a philanthropy-driven initiative and lasting impact as part of FIGS' broader CSR messaging and stakeholder value.
